"Year","Commodity","Supply and disposition","VALUE"
"2009","Carrots fresh","Waste","7.41"
"2009","Carrots fresh","Ending stocks","66.89"
"2009","Carrots canned","Total supply","1.01"
"2009","Carrots canned","Imports","1.01"
"2009","Carrots canned","Total disposition",
"2009","Carrots frozen","Total supply","6.21"
"2009","Carrots frozen","Imports","6.21"
"2009","Carrots frozen","Total disposition",
"2009","Cauliflower fresh","Total supply","104.30"
"2009","Cauliflower fresh","Production","32.19"
"2009","Cauliflower fresh","Imports","72.12"
"2009","Cauliflower fresh","Total disposition","104.30"
"2009","Cauliflower fresh","Domestic disappearance","86.72"
"2009","Cauliflower fresh","Exports","8.57"
"2009","Cauliflower fresh","Manufacturing","1.47"
"2009","Cauliflower fresh","Waste","7.54"
"2009","Cauliflower frozen","Total disposition",
"2009","Celery fresh","Total supply","123.96"
"2009","Celery fresh","Production","33.65"
"2009","Celery fresh","Imports","90.31"
"2009","Celery fresh","Total disposition","123.96"
"2009","Celery fresh","Domestic disappearance","107.60"
"2009","Celery fresh","Exports","3.46"
"2009","Celery fresh","Manufacturing","4.81"
"2009","Celery fresh","Waste","8.10"
"2009","Corn fresh","Total supply","269.60"
"2009","Corn fresh","Production","223.62"
"2009","Corn fresh","Imports","45.99"
"2009","Corn fresh","Total disposition","269.60"
"2009","Corn fresh","Domestic disappearance","109.79"
"2009","Corn fresh","Manufacturing","150.26"
"2009","Corn fresh","Waste","9.55"
"2009","Corn canned","Total supply","7.19"
"2009","Corn canned","Imports","7.19"
"2009","Corn canned","Total disposition",
"2009","Corn canned","Exports","7.69"
"2009","Corn frozen","Total supply","3.52"
"2009","Corn frozen","Imports","3.52"
"2009","Corn frozen","Total disposition",
"2009","Corn frozen","Exports","16.98"
"2009","Cucumbers fresh","Total supply","243.43"
"2009","Cucumbers fresh","Production","198.40"
"2009","Cucumbers fresh","Imports","45.03"
"2009","Cucumbers fresh","Total disposition","243.43"
"2009","Cucumbers fresh","Domestic disappearance","115.53"
"2009","Cucumbers fresh","Exports","67.13"
"2009","Cucumbers fresh","Manufacturing","50.72"
"2009","Cucumbers fresh","Waste","10.05"
"2009","Other edible roots fresh","Total supply","15.40"
"2009","Other edible roots fresh","Imports","15.40"
"2009","Other edible roots fresh","Total disposition","15.40"
"2009","Other edible roots fresh","Domestic disappearance","14.76"
"2009","Other edible roots fresh","Waste","0.61"
"2009","Eggplants fresh","Total supply","19.96"
"2009","Eggplants fresh","Imports","19.96"
"2009","Eggplants fresh","Total disposition","19.96"
"2009","Eggplants fresh","Domestic disappearance","17.16"
"2009","Eggplants fresh","Exports","0.89"
"2009","Eggplants fresh","Waste","1.91"
"2009","Garlic fresh","Total supply","15.75"
"2009","Garlic fresh","Production","0.50"
"2009","Garlic fresh","Imports","15.25"
"2009","Garlic fresh","Total disposition","15.75"
"2009","Garlic fresh","Domestic disappearance","14.70"
"2009","Garlic fresh","Exports","0.12"
"2009","Garlic fresh","Waste","0.94"
"2009","Kohlrabi fresh","Total supply","9.14"
"2009","Kohlrabi fresh","Imports","9.14"
"2009","Kohlrabi fresh","Total disposition","9.14"
"2009","Kohlrabi fresh","Domestic disappearance","8.77"
"2009","Kohlrabi fresh","Waste","0.37"
"2009","Leeks fresh","Total supply","10.10"
"2009","Leeks fresh","Production","4.86"
"2009","Leeks fresh","Imports","5.24"
"2009","Leeks fresh","Total disposition","10.10"
"2009","Leeks fresh","Domestic disappearance","8.98"
"2009","Leeks fresh","Exports","0.54"
"2009","Leeks fresh","Waste","0.57"
"2009","Other leguminous vegetables fresh","Total supply","1.26"
"2009","Other leguminous vegetables fresh","Imports","1.26"
"2009","Other leguminous vegetables fresh","Total disposition","1.26"
"2009","Other leguminous vegetables fresh","Domestic disappearance",
"2009","Other leguminous vegetables fresh","Exports",
"2009","Other leguminous vegetables fresh","Waste",
"2009","Lettuce fresh","Total supply","371.13"
"2009","Lettuce fresh","Production","85.10"
"2009","Lettuce fresh","Imports","286.03"
"2009","Lettuce fresh","Total disposition","371.13"
"2009","Lettuce fresh","Domestic disappearance","316.87"
"2009","Lettuce fresh","Exports","30.41"
"2009","Lettuce fresh","Waste","23.85"
"2009","Lima beans frozen","Total supply","0.74"
"2009","Lima beans frozen","Imports","0.74"
"2009","Lima beans frozen","Total disposition",
"2009","Manioc fresh","Total supply","3.15"
"2009","Manioc fresh","Imports","3.15"
"2009","Manioc fresh","Total disposition","3.15"
"2009","Manioc fresh","Domestic disappearance","3.02"
"2009","Manioc fresh","Waste","0.13"
"2009","Mushrooms fresh","Total supply","124.11"
"2009","Mushrooms fresh","Production","114.46"
"2009","Mushrooms fresh","Imports","9.65"
"2009","Mushrooms fresh","Domestic disappearance","86.99"
"2009","Mushrooms fresh","Exports","19.85"
"2009","Mushrooms fresh","Manufacturing","11.72"
"2009","Mushrooms fresh","Waste","5.55"
"2009","Mushrooms canned","Total supply","15.27"
"2009","Mushrooms canned","Imports","15.27"
"2009","Mushrooms canned","Total disposition",
"2009","Mushrooms canned","Exports","0.74"
"2009","Okra fresh","Total supply","3.89"
"2009","Okra fresh","Imports","3.89"
"2009","Okra fresh","Total disposition","3.89"
"2009","Okra fresh","Domestic disappearance","3.43"
"2009","Okra fresh","Waste","0.47"
"2009","Olives fresh","Total supply","0.16"
"2009","Olives fresh","Imports","0.16"
"2009","Olives fresh","Total disposition","0.16"
"2009","Olives fresh","Domestic disappearance","0.15"
"2009","Olives fresh","Waste","0.01"
"2009","Onions and shallots fresh","Total supply","454.59"
"2009","Onions and shallots fresh","Beginning stocks","69.37"
"2009","Onions and shallots fresh","Production","222.94"
"2009","Onions and shallots fresh","Imports","162.28"
"2009","Onions and shallots fresh","Total disposition","369.58"
"2009","Onions and shallots fresh","Domestic disappearance","288.67"
"2009","Onions and shallots fresh","Exports","41.60"
"2009","Onions and shallots fresh","Manufacturing","20.88"
"2009","Onions and shallots fresh","Waste","18.43"
"2009","Onions and shallots fresh","Ending stocks","85.01"
"2009","Parsley fresh","Total supply","9.17"
"2009","Parsley fresh","Production","1.99"
"2009","Parsley fresh","Imports","7.18"
"2009","Parsley fresh","Total disposition","9.17"
"2009","Parsley fresh","Domestic disappearance","8.53"
"2009","Parsley fresh","Waste","0.64"
"2009","Parsnips fresh","Total supply","4.88"
"2009","Parsnips fresh","Production","4.52"
"2009","Parsnips fresh","Imports","0.36"
"2009","Parsnips fresh","Total disposition","4.88"
"2009","Parsnips fresh","Domestic disappearance","4.73"
"2009","Parsnips fresh","Waste","0.15"
"2009","Peas fresh","Total supply","70.78"
"2009","Peas fresh","Production","60.02"
"2009","Peas fresh","Imports","10.76"
"2009","Peas fresh","Total disposition","70.78"
"2009","Peas fresh","Domestic disappearance","10.54"
"2009","Peas fresh","Exports","1.07"
"2009","Peas fresh","Manufacturing","58.50"
"2009","Peas fresh","Waste","0.67"
"2009","Peas canned","Total supply","2.48"
"2009","Peas canned","Imports","2.48"
"2009","Peas canned","Total disposition",
"2009","Peas canned","Exports","2.30"
"2009","Peas frozen","Total supply","3.09"
"2009","Peas frozen","Imports","3.09"
"2009","Peas frozen","Total disposition",
"2009","Peas frozen","Exports","15.60"
"2009","Peppers fresh","Total supply","239.03"
"2009","Peppers fresh","Production","126.57"
"2009","Peppers fresh","Imports","112.46"
"2009","Peppers fresh","Total disposition","239.03"
"2009","Peppers fresh","Domestic disappearance","136.77"
"2009","Peppers fresh","Exports","79.73"
"2009","Peppers fresh","Manufacturing","10.64"
"2009","Peppers fresh","Waste","11.89"
"2009","Potatoes sweet fresh","Total supply","38.92"
"2009","Potatoes sweet fresh","Imports","35.78"
"2009","Potatoes sweet fresh","Total disposition","38.92"
"2009","Potatoes sweet fresh","Domestic disappearance","34.81"
"2009","Potatoes sweet fresh","Exports","0.25"
"2009","Potatoes sweet fresh","Waste","3.87"
"2009","Potatoes chips","Imports","14.71"
"2009","Potatoes chips","Total disposition",
"2009","Potatoes chips","Domestic disappearance",
"2009","Potatoes chips","Exports","23.57"
"2009","Potatoes frozen","Imports","56.61"
"2009","Potatoes frozen","Total disposition",
"2009","Potatoes frozen","Domestic disappearance",
"2009","Potatoes frozen","Exports","958.41"
"2009","Potatoes other processed","Imports","28.80"
"2009","Potatoes other processed","Total disposition",
"2009","Potatoes other processed","Domestic disappearance",
"2009","Potatoes other processed","Exports","26.01"
"2009","Potatoes total processed","Imports","100.12"
"2009","Potatoes total processed","Total disposition",
"2009","Potatoes total processed","Domestic disappearance",
"2009","Potatoes total processed","Exports","1007.99"
"2009","Potatoes white fresh and processed","Imports","453.94"
"2009","Potatoes white fresh and processed","Total disposition","3026.61"
"2009","Potatoes white fresh and processed","Domestic disappearance","2101.84"
"2009","Potatoes white fresh and processed","Exports","2330.52"
"2009","Potatoes white fresh and processed","Manufacturing","0.00"
"2009","Potatoes white fresh and processed","Waste","696.09"
"2009","Potatoes white fresh","Production","4574.10"
"2009","Potatoes white fresh","Imports","213.56"
"2009","Potatoes white fresh","Total disposition","2005.23"
"2009","Potatoes white fresh","Domestic disappearance","831.77"
"2009","Potatoes white fresh","Exports","477.36"
"2009","Potatoes white fresh","Waste","696.09"
"2009","Pumpkins and squash fresh","Total supply","118.51"
"2009","Pumpkins and squash fresh","Production","77.66"
"2009","Pumpkins and squash fresh","Imports","40.85"
"2009","Pumpkins and squash fresh","Total disposition","118.51"
"2009","Pumpkins and squash fresh","Domestic disappearance","101.66"
"2009","Pumpkins and squash fresh","Exports",
"2009","Pumpkins and squash fresh","Manufacturing","5.56"
"2009","Pumpkins and squash fresh","Waste","11.30"
"2009","Radishes fresh","Total supply","24.44"
"2009","Radishes fresh","Production","12.66"
"2009","Radishes fresh","Imports","11.78"
"2009","Radishes fresh","Total disposition","24.44"
"2009","Radishes fresh","Domestic disappearance","16.17"
"2009","Radishes fresh","Exports","7.77"
"2009","Radishes fresh","Waste","0.50"
"2009","Rappini fresh","Total supply","5.94"
"2009","Rappini fresh","Imports","5.94"
"2009","Rappini fresh","Total disposition","5.94"
"2009","Rappini fresh","Domestic disappearance","5.23"
"2009","Rappini fresh","Waste","0.71"
"2009","Rutabagas and turnip fresh","Total supply","63.99"
"2009","Rutabagas and turnip fresh","Beginning stocks","18.31"
"2009","Rutabagas and turnip fresh","Production","43.91"
"2009","Rutabagas and turnip fresh","Imports","1.77"
"2009","Rutabagas and turnip fresh","Total disposition","54.94"
"2009","Rutabagas and turnip fresh","Domestic disappearance","45.88"
"2009","Rutabagas and turnip fresh","Exports","0.09"
"2009","Rutabagas and turnip fresh","Manufacturing","2.70"
"2009","Rutabagas and turnip fresh","Waste","6.26"
"2009","Rutabagas and turnip fresh","Ending stocks","9.05"
"2009","Spinach fresh","Total supply","26.51"
"2009","Spinach fresh","Production","5.31"
"2009","Spinach fresh","Imports","21.21"
"2009","Spinach fresh","Total disposition","26.51"
"2009","Spinach fresh","Domestic disappearance","22.20"
"2009","Spinach fresh","Exports","1.29"
"2009","Spinach fresh","Waste","3.03"
"2009","Spinach frozen","Total supply","7.34"
"2009","Spinach frozen","Imports","7.34"
"2009","Spinach frozen","Total disposition","7.34"
"2009","Spinach frozen","Domestic disappearance","7.33"
"2009","Spinach frozen","Exports","0.01"
"2009","Tomatoes fresh","Total supply","936.61"
"2009","Tomatoes fresh","Production","744.82"
"2009","Tomatoes fresh","Imports","191.79"
"2009","Tomatoes fresh","Total disposition","936.61"
"2009","Tomatoes fresh","Domestic disappearance","261.92"
"2009","Tomatoes fresh","Exports","152.78"
"2009","Tomatoes fresh","Manufacturing","475.69"
"2009","Tomatoes fresh","Waste","46.22"
"2009","Tomatoes canned","Total supply","46.66"
"2009","Tomatoes canned","Imports","46.66"
"2009","Tomatoes canned","Total disposition",
"2009","Tomatoes canned","Exports","11.93"
"2009","Tomato juice","Total supply","0.44"
"2009","Tomato juice","Imports","0.44"
"2009","Tomato juice","Total disposition","8.75"
"2009","Tomato juice","Exports","8.75"
"2009","Tomatoes, pulp, paste and puree","Total supply","44.73"
"2009","Tomatoes, pulp, paste and puree","Imports","44.73"
"2009","Tomatoes, pulp, paste and puree","Total disposition",
"2009","Tomatoes, pulp, paste and puree","Exports","1.31"
"2009","Vegetables not specified fresh","Total supply",
"2009","Vegetables not specified fresh","Production",
"2009","Vegetables not specified fresh","Imports","35.66"
"2009","Vegetables not specified fresh","Total disposition",
"2009","Vegetables not specified fresh","Domestic disappearance",
"2009","Vegetables not specified fresh","Exports","25.41"
"2009","Vegetables not specified fresh","Manufacturing",
"2009","Vegetables not specified fresh","Waste",
"2009","Vegetables not specified canned","Total supply","97.79"
"2009","Vegetables not specified canned","Imports","97.79"
"2009","Vegetables not specified canned","Total disposition","97.79"
"2009","Vegetables not specified canned","Domestic disappearance","82.82"
"2009","Vegetables not specified canned","Exports","14.97"
"2009","Vegetables not specified frozen","Total supply","38.35"
"2009","Vegetables not specified frozen","Imports","38.35"
"2009","Vegetables not specified frozen","Total disposition",
"2009","Vegetables not specified frozen","Exports","17.91"
"2009","Fresh and frozen sea fish","Total supply","286.93"
"2009","Fresh and frozen sea fish","Production","186.20"
"2009","Fresh and frozen sea fish","Imports","100.73"
"2009","Fresh and frozen sea fish","Total disposition","286.93"
"2009","Fresh and frozen sea fish","Domestic disappearance","122.15"
"2009","Fresh and frozen sea fish","Exports","164.78"
"2009","Processed sea fish","Total supply","145.77"
"2009","Processed sea fish","Production","62.07"
"2009","Processed sea fish","Imports","83.71"
"2009","Processed sea fish","Total disposition","145.77"
"2009","Processed sea fish","Domestic disappearance","82.45"
"2009","Processed sea fish","Exports","63.32"
"2009","Total shellfish","Total supply","152.69"
"2009","Total shellfish","Production","83.07"
"2009","Total shellfish","Imports","69.62"
"2009","Total shellfish","Total disposition","152.69"
"2009","Total shellfish","Domestic disappearance","51.47"
"2009","Total shellfish","Exports","101.22"
"2009","Freshwater fish","Total supply","28.83"
"2009","Freshwater fish","Production","19.30"
"2009","Freshwater fish","Imports","9.53"
"2009","Freshwater fish","Total disposition","28.83"
"2009","Freshwater fish","Domestic disappearance","14.93"
"2009","Freshwater fish","Exports","13.90"
"2010","Wheat flour","Total supply","2410.59"
"2010","Wheat flour","Beginning stocks","21.60"
"2010","Wheat flour","Production","2311.78"
"2010","Wheat flour","Imports","77.21"
"2010","Wheat flour","Total disposition","2384.07"
"2010","Wheat flour","Domestic disappearance","2126.49"
"2010","Wheat flour","Exports","168.97"
"2010","Wheat flour","Manufacturing","88.60"
"2010","Wheat flour","Waste","0.00"
"2010","Wheat flour","Ending stocks","26.52"
"2010","Rye flour","Total supply",
"2010","Rye flour","Beginning stocks",
"2010","Rye flour","Production",
"2010","Rye flour","Imports","0.97"
"2010","Rye flour","Total disposition",
"2010","Rye flour","Domestic disappearance","8.32"
"2010","Rye flour","Exports","2.82"
"2010","Rye flour","Waste","0.00"
"2010","Rye flour","Ending stocks",
"2010","Oatmeal and rolled oats","Total supply",
"2010","Oatmeal and rolled oats","Beginning stocks",
"2010","Oatmeal and rolled oats","Production",
"2010","Oatmeal and rolled oats","Imports","11.75"
"2010","Oatmeal and rolled oats","Total disposition",
"2010","Oatmeal and rolled oats","Domestic disappearance","34.43"
"2010","Oatmeal and rolled oats","Exports","323.40"
"2010","Oatmeal and rolled oats","Waste","0.00"
"2010","Oatmeal and rolled oats","Ending stocks",
"2010","Pot and pearl barley","Total supply",
"2010","Pot and pearl barley","Beginning stocks",
"2010","Pot and pearl barley","Production",
"2010","Pot and pearl barley","Total disposition",
"2010","Pot and pearl barley","Domestic disappearance","3.07"
"2010","Pot and pearl barley","Waste","0.00"
"2010","Pot and pearl barley","Ending stocks",
"2010","Corn flour and meal","Total supply",
"2010","Corn flour and meal","Beginning stocks",
"2010","Corn flour and meal","Production",
"2010","Corn flour and meal","Imports","57.38"
"2010","Corn flour and meal","Total disposition",
"2010","Corn flour and meal","Domestic disappearance","33.18"
"2010","Corn flour and meal","Exports","25.47"
"2010","Corn flour and meal","Waste","0.00"
"2010","Corn flour and meal","Ending stocks",
"2010","Rice","Total supply","267.86"
"2010","Rice","Production","0.39"
"2010","Rice","Imports","267.47"
"2010","Rice","Total disposition","267.86"
"2010","Rice","Domestic disappearance","261.89"
"2010","Rice","Exports","5.97"
"2010","Rice","Waste","0.00"
"2010","Breakfast food","Total supply",
"2010","Breakfast food","Imports","173.32"
"2010","Breakfast food","Total disposition",
"2010","Breakfast food","Exports","143.54"
"2010","Sugar refined","Total supply","1641.59"
"2010","Sugar refined","Beginning stocks","80.37"
"2010","Sugar refined","Production","1219.74"
"2010","Sugar refined","Imports","341.48"
"2010","Sugar refined","Total disposition","1533.15"
"2010","Sugar refined","Domestic disappearance","1015.56"
"2010","Sugar refined","Exports","517.59"
"2010","Sugar refined","Ending stocks","108.44"
"2010","Maple sugar","Total supply","39.77"
"2010","Maple sugar","Beginning stocks","8.39"
"2010","Maple sugar","Production","30.35"
"2010","Maple sugar","Imports","1.02"
"2010","Maple sugar","Total disposition","29.05"
"2010","Maple sugar","Domestic disappearance","6.46"
"2010","Maple sugar","Exports","22.59"
"2010","Maple sugar","Ending stocks","10.72"
"2010","Honey","Total supply","42.16"
"2010","Honey","Production","38.90"
"2010","Honey","Imports","3.26"
"2010","Honey","Total disposition","42.16"
"2010","Honey","Domestic disappearance","27.01"
"2010","Honey","Exports","15.15"
"2010","Dry beans","Total supply",
"2010","Dry beans","Production",
"2010","Dry beans","Imports",
"2010","Dry beans","Total disposition",
"2010","Dry beans","Exports",
"2010","Baked and canned beans","Imports","1.94"
"2010","Baked and canned beans","Total disposition",
"2010","Dry peas","Total supply",
"2010","Dry peas","Production",
"2010","Dry peas","Imports",
"2010","Dry peas","Total disposition",
"2010","Dry peas","Exports",
"2010","Dry peas","Waste",
"2010","Peanuts","Total supply","98.46"
"2010","Peanuts","Imports","98.46"
"2010","Peanuts","Total disposition","98.46"
"2010","Peanuts","Domestic disappearance","98.21"
"2010","Peanuts","Exports","0.25"
"2010","Tree nuts","Total supply","54.07"
"2010","Tree nuts","Production","0.49"
"2010","Tree nuts","Imports","53.58"
"2010","Tree nuts","Total disposition","54.07"
"2010","Tree nuts","Domestic disappearance","53.71"
"2010","Tree nuts","Exports","0.37"
"2010","Tea","Total supply","51.20"
"2010","Tea","Imports","51.20"
"2010","Tea","Total disposition","51.20"
"2010","Tea","Domestic disappearance","48.83"
"2010","Tea","Exports","2.37"
"2010","Coffee","Total supply","301.47"
"2010","Coffee","Imports","301.47"
"2010","Coffee","Total disposition","301.47"
"2010","Coffee","Domestic disappearance","254.22"
"2010","Coffee","Exports","47.25"
"2010","Cocoa","Total disposition",
"2010","Ale, beer, stout and porter","Imports","342.68"
"2010","Ale, beer, stout and porter","Total disposition","2658.86"
"2010","Ale, beer, stout and porter","Domestic disappearance","2350.17"
"2010","Ale, beer, stout and porter","Exports","308.69"
"2010","Distilled spirits","Imports","60.44"
"2010","Distilled spirits","Total disposition","287.02"
"2010","Distilled spirits","Domestic disappearance","153.39"
"2010","Distilled spirits","Exports","133.63"
"2010","Wines","Imports","334.25"
"2010","Wines","Total disposition","426.88"
"2010","Wines","Domestic disappearance","415.28"
"2010","Wines","Exports","11.60"
"2010","Ciders, cooler and other refreshment beverages","Imports","32.30"
"2010","Ciders, cooler and other refreshment beverages","Total disposition","99.37"
"2010","Ciders, cooler and other refreshment beverages","Domestic disappearance","97.83"
"2010","Ciders, cooler and other refreshment beverages","Exports","1.53"
"2010","Soft drinks","Imports","256.69"
"2010","Soft drinks","Total disposition","3072.69"
"2010","Soft drinks","Domestic disappearance","2922.25"
"2010","Soft drinks","Exports","150.44"
"2010","Cheddar cheese","Total supply","183.73"
"2010","Cheddar cheese","Beginning stocks","44.74"
"2010","Cheddar cheese","Production","137.30"
"2010","Cheddar cheese","Imports","1.69"
"2010","Cheddar cheese","Total disposition","142.61"
"2010","Cheddar cheese","Domestic disappearance","116.30"
"2010","Cheddar cheese","Exports","2.97"
"2010","Cheddar cheese","Manufacturing","23.34"
"2010","Cheddar cheese","Ending stocks","41.12"
"2010","Processed cheese","Total supply","73.92"
"2010","Processed cheese","Beginning stocks","7.96"
"2010","Processed cheese","Production","64.73"
"2010","Processed cheese","Imports","1.23"
"2010","Processed cheese","Total disposition","65.61"
"2010","Processed cheese","Domestic disappearance","65.56"
"2010","Processed cheese","Exports","0.05"
"2010","Processed cheese","Ending stocks","8.31"
"2010","Variety cheese","Total supply","283.38"
"2010","Variety cheese","Beginning stocks","17.82"
"2010","Variety cheese","Production","245.32"
"2010","Variety cheese","Imports","20.23"
"2010","Variety cheese","Total disposition","262.13"
"2010","Variety cheese","Domestic disappearance","233.95"
"2010","Variety cheese","Exports","6.35"
"2010","Variety cheese","Manufacturing","21.83"
"2010","Variety cheese","Ending stocks","21.24"
"2010","Cottage cheese","Total supply","26.02"
"2010","Cottage cheese","Production","26.02"
"2010","Cottage cheese","Total disposition","26.02"
"2010","Cottage cheese","Domestic disappearance","26.02"
"2010","Powder skim milk","Total supply","106.59"
"2010","Powder skim milk","Beginning stocks","31.00"
"2010","Powder skim milk","Production","72.46"
"2010","Powder skim milk","Imports","3.13"
"2010","Powder skim milk","Total disposition","79.54"
"2010","Powder skim milk","Domestic disappearance","31.05"
"2010","Powder skim milk","Exports","6.10"
"2010","Powder skim milk","Manufacturing","42.39"
"2010","Powder skim milk","Ending stocks","27.05"
"2010","Powder buttermilk","Total supply","2.77"
"2010","Powder buttermilk","Beginning stocks","0.24"
"2010","Powder buttermilk","Production","2.52"
"2010","Powder buttermilk","Imports","0.00"
"2010","Powder buttermilk","Total disposition","2.57"
"2010","Powder buttermilk","Domestic disappearance","1.71"
"2010","Powder buttermilk","Ending stocks","0.20"
"2010","Powder whey","Total supply","36.04"
"2010","Powder whey","Beginning stocks","7.68"
"2010","Powder whey","Production","22.07"
"2010","Powder whey","Imports","6.30"
"2010","Powder whey","Total disposition","30.08"
"2010","Powder whey","Domestic disappearance","5.21"
"2010","Powder whey","Manufacturing","24.87"
"2010","Powder whey","Ending stocks","5.96"
"2010","Other whole milk products","Total supply","14.51"
"2010","Other whole milk products","Beginning stocks",
"2010","Other whole milk products","Production","10.84"
"2010","Other whole milk products","Imports",
"2010","Other whole milk products","Total disposition",
"2010","Other whole milk products","Domestic disappearance","13.27"
"2010","Other whole milk products","Exports","0.89"
"2010","Other whole milk products","Ending stocks",
"2010","Concentrated whole milk","Total supply","25.66"
"2010","Concentrated whole milk","Beginning stocks","1.93"
"2010","Concentrated whole milk","Production","23.71"
"2010","Concentrated whole milk","Imports","0.02"
"2010","Concentrated whole milk","Total disposition","24.82"
"2010","Concentrated whole milk","Domestic disappearance","24.67"
"2010","Concentrated whole milk","Exports","0.15"
"2010","Concentrated whole milk","Ending stocks","0.84"
"2010","Sweetened concentrated whole milk","Total supply",
"2010","Sweetened concentrated whole milk","Beginning stocks",
"2010","Sweetened concentrated whole milk","Production",
"2010","Sweetened concentrated whole milk","Imports","0.87"
"2010","Sweetened concentrated whole milk","Total disposition",
"2010","Sweetened concentrated whole milk","Domestic disappearance",
"2010","Sweetened concentrated whole milk","Exports","0.54"
"2010","Sweetened concentrated whole milk","Ending stocks",
"2010","Concentrated skim milk","Total supply",
"2010","Concentrated skim milk","Beginning stocks","0.10"
"2010","Concentrated skim milk","Production",
"2010","Concentrated skim milk","Total disposition",
"2010","Concentrated skim milk","Domestic disappearance",
"2010","Concentrated skim milk","Ending stocks","0.11"
"2010","Sweetened concentrated skim milk","Total supply","6.18"
"2010","Sweetened concentrated skim milk","Beginning stocks","0.06"
"2010","Sweetened concentrated skim milk","Production","6.11"
"2010","Sweetened concentrated skim milk","Total disposition","6.11"
"2010","Sweetened concentrated skim milk","Domestic disappearance","6.11"
"2010","Sweetened concentrated skim milk","Ending stocks","0.07"
"2010","Milkshake","Total supply","7.72"
"2010","Milkshake","Production","7.72"
"2010","Milkshake","Total disposition","7.72"
"2010","Milkshake","Domestic disappearance","7.72"
"2010","Ice cream","Total supply","212.08"
"2010","Ice cream","Production","211.31"
"2010","Ice cream","Imports","0.77"
"2010","Ice cream","Total disposition","212.08"
"2010","Ice cream","Domestic disappearance","187.05"
"2010","Ice cream","Exports","25.03"
"2010","Sherbet","Total supply","5.96"
"2010","Sherbet","Production","5.96"
"2010","Sherbet","Total disposition","5.96"
"2010","Sherbet","Domestic disappearance","5.96"
"2010","Ice milk","Total supply","40.23"
"2010","Ice milk","Production","40.23"
"2010","Ice milk","Total disposition","40.23"
"2010","Ice milk","Domestic disappearance","40.23"
"2010","Standard milk 3.25%","Total supply","359.68"
"2010","Standard milk 3.25%","Production","359.68"
"2010","Standard milk 3.25%","Total disposition","359.68"
"2010","Standard milk 3.25%","Domestic disappearance","359.68"
"2010","Buttermilk","Total supply","11.31"
"2010","Buttermilk","Production","11.31"
"2010","Buttermilk","Total disposition","11.31"
"2010","Buttermilk","Domestic disappearance","11.31"
"2010","Partly skimmed milk 2%","Total supply","1215.34"
"2010","Partly skimmed milk 2%","Production","1215.34"
"2010","Partly skimmed milk 2%","Total disposition","1215.34"
"2010","Partly skimmed milk 2%","Domestic disappearance","1215.34"
"2010","Partly skimmed milk 1%","Total supply","591.88"
"2010","Partly skimmed milk 1%","Production","591.88"
"2010","Partly skimmed milk 1%","Total disposition","591.88"
"2010","Partly skimmed milk 1%","Domestic disappearance","591.88"
"2010","Skim milk","Total supply","283.18"
"2010","Skim milk","Production","283.18"
"2010","Skim milk","Total disposition","283.18"
"2010","Skim milk","Domestic disappearance","283.18"
"2010","Chocolate and other flavoured milk","Total supply","196.96"
"2010","Chocolate and other flavoured milk","Production","196.96"
"2010","Chocolate and other flavoured milk","Total disposition","196.96"
"2010","Chocolate and other flavoured milk","Domestic disappearance","196.96"
"2010","Cereal cream 10%","Total supply","100.11"
"2010","Cereal cream 10%","Production","100.11"
"2010","Cereal cream 10%","Total disposition","100.11"
"2010","Cereal cream 10%","Domestic disappearance","100.11"
"2010","Table cream 18%","Total supply","107.07"
"2010","Table cream 18%","Production","107.07"
"2010","Table cream 18%","Total disposition","107.07"
"2010","Table cream 18%","Domestic disappearance","107.07"
"2010","Whipping cream 32% or 35%","Total supply","39.00"
"2010","Whipping cream 32% or 35%","Production","39.00"
"2010","Whipping cream 32% or 35%","Total disposition","39.00"
"2010","Whipping cream 32% or 35%","Domestic disappearance","39.00"
"2010","Sour cream","Total supply","34.60"
"2010","Sour cream","Production","34.60"
"2010","Sour cream","Total disposition","34.60"
"2010","Sour cream","Domestic disappearance","34.60"
"2010","Yogurt","Total supply","294.10"
"2010","Yogurt","Production","290.38"
"2010","Yogurt","Imports","3.72"
"2010","Yogurt","Total disposition","294.10"
"2010","Yogurt","Domestic disappearance","291.18"
"2010","Yogurt","Exports","2.92"
"2010","Chicken","Total supply","1229.51"
"2010","Chicken","Beginning stocks","37.33"
"2010","Chicken","Production","1023.89"
"2010","Chicken","Imports","168.29"
"2010","Chicken","Total disposition","1194.82"
"2010","Chicken","Domestic disappearance","1036.22"
"2010","Chicken","Exports","158.59"
"2010","Chicken","Ending stocks","34.69"
"2010","Stewing hen","Total supply","109.23"
"2010","Stewing hen","Beginning stocks","1.02"
"2010","Stewing hen","Production","27.05"
"2010","Stewing hen","Imports","81.17"
"2010","Stewing hen","Total disposition","107.09"
"2010","Stewing hen","Domestic disappearance","84.02"
"2010","Stewing hen","Exports","23.06"
"2010","Stewing hen","Ending stocks","2.15"
"2010","Chicken and stewing hen total","Total supply","1338.74"
"2010","Chicken and stewing hen total","Beginning stocks","38.34"
"2010","Chicken and stewing hen total","Production","1050.94"
"2010","Chicken and stewing hen total","Imports","249.46"
"2010","Chicken and stewing hen total","Total disposition","1301.91"
"2010","Chicken and stewing hen total","Domestic disappearance","1120.25"
"2010","Chicken and stewing hen total","Exports","181.66"
"2010","Chicken and stewing hen total","Ending stocks","36.84"
